JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2459901.22802,11.0594,0.0053,,B,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459901.228607,9.5287,0.0122,,SR,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459901.24059,11.266,0.005,,B,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.404|CREFERR=0.006|CREFMAG=11.510|KMAG=13.784|KMAGINS=-7.130|KREFERR=0.015|KREFMAG=13.783|VMAGINS=-9.648",0,1.504,Z,-9.404,-7.130,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459901.24134,10.095,0.003,,V,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.924|CREFERR=0.020|CREFMAG=11.112|KMAG=13.232|KMAGINS=-7.805|KREFERR=3.000|KREFMAG=13.224|VMAGINS=-10.942",0,1.508,Z,-9.924,-7.805,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459901.24185,9.373,0.006,,R,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-10.089|CREFERR=0.063|CREFMAG=10.854|KMAG=12.893|KMAGINS=-8.050|KREFMAG=0.000|VMAGINS=-11.570",0,1.511,Z,-10.089,-8.050,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459901.24229,8.659,0.006,,I,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.344|CREFERR=0.084|CREFMAG=10.609|KMAG=12.547|KMAGINS=-7.407|KREFMAG=0.000|VMAGINS=-11.295",0,1.513,Z,-9.344,-7.407,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459901.254062,10.086,0.011,,V,OMOA,,ENSEMBLE,,,,0,2.340,Z,,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459901.255093,8.732,0.017,,I,OMOA,,ENSEMBLE,,,,0,2.311,Z,,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459901.257245,11.146,0.027,,B,OMOA,,ENSEMBLE,,,,0,2.253,Z,,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459901.45486,10.116,0.004,,V,PJMB,BU,105,111,X28357C,Mak127 ASI533MM FotoDif 3.135,0,,Z,10.452,11.153,,HD 251108,AAVSO,STD,,,,
2459901.64514,11.257,0.008,,B,FPIA,,111,105,221119,MITTELMAN ATMOB OBSERVATORY |CMAGINS=-9.900|CREFERR=0.006|CREFMAG=11.510|KMAGINS=-9.929|KREFMAG=11.495|OBSERVAT=MAO PW CDK17|TAVER=2.52|TB_BV=0.0310|TB_BVERR=0.0070|VERR=0.006|VMAGINS=-10.178|VX=1.7188,1,1.727,Z,-9.900,-9.929,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459901.64514,10.1,,,Vis.,DMIB,K,10.1,,Tycho-2,HD 251375,,,Z,,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459901.64556,10.067,0.008,,V,FPIA,,111,105,221119,MITTELMAN ATMOB OBSERVATORY |CMAGINS=-10.267|CREFERR=0.020|CREFMAG=11.112|KMAGINS=-10.896|KREFERR=0.049|KREFMAG=10.452|OBSERVAT=MAO PW CDK17|TAVER=2.52|TV_BV=-0.1310|TV_BVERR=0.0080|VERR=0.004|VMAGINS=-11.208|VX=1.7144,1,1.722,Z,-10.267,-10.896,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459901.64618,9.333,0.008,,R,FPIA,,111,105,221119,MITTELMAN ATMOB OBSERVATORY |CMAGINS=-10.452|CREFERR=0.063|CREFMAG=10.854|KMAGINS=-11.452|KREFERR=0.091|KREFMAG=9.879|OBSERVAT=MAO PW CDK17|TAVER=2.52|TR_VI=-0.1380|TR_VIERR=0.0070|VERR=0.004|VMAGINS=-11.848|VX=1.7079,1,1.716,Z,-10.452,-11.452,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459901.64685,8.656,0.010,,I,FPIA,,111,105,221119,MITTELMAN ATMOB OBSERVATORY |CMAGINS=-9.217|CREFERR=0.084|CREFMAG=10.609|KMAGINS=-10.495|KREFERR=0.116|KREFMAG=9.345|OBSERVAT=MAO PW CDK17|TAVER=2.52|TI_VI=-0.1510|TI_VIERR=0.0080|VERR=0.006|VMAGINS=-11.033|VX=1.7009,1,1.708,Z,-9.217,-10.495,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459901.65694,10.2,,,Vis.,DMIB,,9.2,10.5,X28357LB,,,,Z,,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459901.69003,11.229,0.006,,B,BPEC,,105,99,X28363LK,|CMAGINS=-7.793|CREFMAG=11.495|KMAGINS=-8.794|KREFERR=0.019|KREFMAG=10.529|OBSERVAT=BSM_NM|TAVER=2.52|TB_BV=0.0120|TB_BVERR=0.0250|VERR=0.005|VMAGINS=-8.060|VX=2.0941,1,2.578,Z,-7.793,-8.794,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459901.69205,10.087,0.004,,V,BPEC,,105,99,X28363LK,|CMAGINS=-9.000|CREFERR=0.049|CREFMAG=10.452|KMAGINS=-9.530|KREFERR=0.042|KREFMAG=9.936|OBSERVAT=BSM_NM|TAVER=2.52|TV_BV=-0.0330|TV_BVERR=0.0180|VERR=0.004|VMAGINS=-9.362|VX=2.0533,1,2.520,Z,-9.000,-9.530,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459901.69353,9.383,0.006,,R,BPEC,,105,99,X28363LK,|CMAGINS=-9.341|CREFERR=0.091|CREFMAG=9.879|KMAGINS=-9.646|KREFERR=0.098|KREFMAG=9.570|OBSERVAT=BSM_NM|TAVER=2.52|TR_VI=-0.0480|TR_VIERR=0.0180|VERR=0.004|VMAGINS=-9.824|VX=2.0245,1,2.475,Z,-9.341,-9.646,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459901.69500,8.706,0.007,,I,BPEC,,105,99,X28363LK,|CMAGINS=-8.348|CREFERR=0.116|CREFMAG=9.345|KMAGINS=-8.448|KREFERR=0.128|KREFMAG=9.226|OBSERVAT=BSM_NM|TAVER=2.52|TI_VI=-0.0460|TI_VIERR=0.0160|VERR=0.006|VMAGINS=-8.974|VX=1.9968,1,2.432,Z,-8.348,-8.448,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459901.823634,8.748,0.006,,I,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C =  9.345  K = 10.609,0,1.274,Z,18.029,19.401,,ASAS J060415+1245.9,VVS,STD,,,,
2459901.823796,8.737,0.006,,I,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C =  9.345  K = 10.609,0,1.275,Z,18.031,19.421,,ASAS J060415+1245.9,VVS,STD,,,,
2459901.823981,10.110,0.005,,V,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 10.452  K = 11.112,0,1.275,Z,17.714,18.425,,ASAS J060415+1245.9,VVS,STD,,,,
2459901.824132,10.104,0.005,,V,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 10.452  K = 11.112,0,1.275,Z,17.711,18.422,,ASAS J060415+1245.9,VVS,STD,,,,
2459901.824375,11.238,0.008,,B,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 11.495  K = 11.510,0,1.276,Z,18.385,18.414,,ASAS J060415+1245.9,VVS,STD,,,,
2459901.824641,11.217,0.008,,B,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 11.495  K = 11.510,0,1.277,Z,18.384,18.416,,ASAS J060415+1245.9,VVS,STD,,,,
2459901.84084,10.162,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.262|CREFERR=0.049|CREFMAG=10.452|KMAG=11.184|KMAGINS=-8.530|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.552,0,1.252,Z,-9.262,-8.530,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.84153,10.170,0.007,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.357|CREFERR=0.049|CREFMAG=10.452|KMAG=11.214|KMAGINS=-8.595|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.639,0,1.249,Z,-9.357,-8.595,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.84218,10.169,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.294|CREFERR=0.049|CREFMAG=10.452|KMAG=11.189|KMAGINS=-8.557|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.577,0,1.246,Z,-9.294,-8.557,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.84284,10.167,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.299|CREFERR=0.049|CREFMAG=10.452|KMAG=11.187|KMAGINS=-8.564|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.584,0,1.244,Z,-9.299,-8.564,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.84348,10.175,0.009,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.262|CREFERR=0.049|CREFMAG=10.452|KMAG=11.188|KMAGINS=-8.526|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.539,0,1.241,Z,-9.262,-8.526,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.84414,10.156,0.008,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.346|CREFERR=0.049|CREFMAG=10.452|KMAG=11.175|KMAGINS=-8.623|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.642,0,1.238,Z,-9.346,-8.623,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.84481,10.167,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.305|CREFERR=0.049|CREFMAG=10.452|KMAG=11.188|KMAGINS=-8.569|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.591,0,1.236,Z,-9.305,-8.569,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.84547,10.161,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.291|CREFERR=0.049|CREFMAG=10.452|KMAG=11.185|KMAGINS=-8.558|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.582,0,1.233,Z,-9.291,-8.558,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.84615,10.159,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.334|CREFERR=0.049|CREFMAG=10.452|KMAG=11.184|KMAGINS=-8.602|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.628,0,1.231,Z,-9.334,-8.602,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.84681,10.174,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.408|CREFERR=0.049|CREFMAG=10.452|KMAG=11.199|KMAGINS=-8.661|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.686,0,1.228,Z,-9.408,-8.661,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.84745,10.160,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.339|CREFERR=0.049|CREFMAG=10.452|KMAG=11.198|KMAGINS=-8.593|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.631,0,1.226,Z,-9.339,-8.593,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.84811,10.165,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.324|CREFERR=0.049|CREFMAG=10.452|KMAG=11.194|KMAGINS=-8.583|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.612,0,1.223,Z,-9.324,-8.583,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.84877,10.167,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.325|CREFERR=0.049|CREFMAG=10.452|KMAG=11.184|KMAGINS=-8.593|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.610,0,1.221,Z,-9.325,-8.593,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.84944,10.157,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.391|CREFERR=0.049|CREFMAG=10.452|KMAG=11.199|KMAGINS=-8.644|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.686,0,1.218,Z,-9.391,-8.644,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.85009,10.156,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.342|CREFERR=0.049|CREFMAG=10.452|KMAG=11.191|KMAGINS=-8.603|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.638,0,1.216,Z,-9.342,-8.603,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.85075,10.161,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.326|CREFERR=0.049|CREFMAG=10.452|KMAG=11.194|KMAGINS=-8.584|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.617,0,1.214,Z,-9.326,-8.584,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.85142,10.165,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.319|CREFERR=0.049|CREFMAG=10.452|KMAG=11.187|KMAGINS=-8.584|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.606,0,1.211,Z,-9.319,-8.584,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.85207,10.174,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.394|CREFERR=0.049|CREFMAG=10.452|KMAG=11.199|KMAGINS=-8.647|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.672,0,1.209,Z,-9.394,-8.647,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.85274,10.159,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.318|CREFERR=0.049|CREFMAG=10.452|KMAG=11.184|KMAGINS=-8.586|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.611,0,1.207,Z,-9.318,-8.586,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.85340,10.156,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.284|CREFERR=0.049|CREFMAG=10.452|KMAG=11.186|KMAGINS=-8.550|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.580,0,1.205,Z,-9.284,-8.550,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.85407,10.153,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.313|CREFERR=0.049|CREFMAG=10.452|KMAG=11.182|KMAGINS=-8.584|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.613,0,1.202,Z,-9.313,-8.584,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.85473,10.166,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.416|CREFERR=0.049|CREFMAG=10.452|KMAG=11.179|KMAGINS=-8.689|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.702,0,1.200,Z,-9.416,-8.689,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.85539,10.158,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.317|CREFERR=0.049|CREFMAG=10.452|KMAG=11.190|KMAGINS=-8.579|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.611,0,1.198,Z,-9.317,-8.579,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.85605,10.154,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.364|CREFERR=0.049|CREFMAG=10.452|KMAG=11.195|KMAGINS=-8.621|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.662,0,1.196,Z,-9.364,-8.621,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.85672,10.170,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.332|CREFERR=0.049|CREFMAG=10.452|KMAG=11.193|KMAGINS=-8.590|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.614,0,1.194,Z,-9.332,-8.590,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.85738,10.158,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.399|CREFERR=0.049|CREFMAG=10.452|KMAG=11.198|KMAGINS=-8.652|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.693,0,1.192,Z,-9.399,-8.652,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.85804,10.150,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.283|CREFERR=0.049|CREFMAG=10.452|KMAG=11.173|KMAGINS=-8.562|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.585,0,1.190,Z,-9.283,-8.562,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.85872,10.162,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.334|CREFERR=0.049|CREFMAG=10.452|KMAG=11.180|KMAGINS=-8.606|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.623,0,1.188,Z,-9.334,-8.606,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.85936,10.158,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.313|CREFERR=0.049|CREFMAG=10.452|KMAG=11.194|KMAGINS=-8.571|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.606,0,1.186,Z,-9.313,-8.571,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.86005,10.170,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.352|CREFERR=0.049|CREFMAG=10.452|KMAG=11.200|KMAGINS=-8.605|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.635,0,1.184,Z,-9.352,-8.605,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.86071,10.152,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.336|CREFERR=0.049|CREFMAG=10.452|KMAG=11.182|KMAGINS=-8.606|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.636,0,1.182,Z,-9.336,-8.606,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.86138,10.157,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.329|CREFERR=0.049|CREFMAG=10.452|KMAG=11.187|KMAGINS=-8.594|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.624,0,1.180,Z,-9.329,-8.594,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.86203,10.165,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.336|CREFERR=0.049|CREFMAG=10.452|KMAG=11.198|KMAGINS=-8.590|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.623,0,1.178,Z,-9.336,-8.590,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.86267,10.169,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.374|CREFERR=0.049|CREFMAG=10.452|KMAG=11.202|KMAGINS=-8.625|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.657,0,1.176,Z,-9.374,-8.625,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.86333,10.163,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.331|CREFERR=0.049|CREFMAG=10.452|KMAG=11.195|KMAGINS=-8.588|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.619,0,1.174,Z,-9.331,-8.588,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.86399,10.165,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.357|CREFERR=0.049|CREFMAG=10.452|KMAG=11.198|KMAGINS=-8.610|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.644,0,1.172,Z,-9.357,-8.610,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.86464,10.164,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.336|CREFERR=0.049|CREFMAG=10.452|KMAG=11.191|KMAGINS=-8.597|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.624,0,1.171,Z,-9.336,-8.597,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.86530,10.157,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.345|CREFERR=0.049|CREFMAG=10.452|KMAG=11.192|KMAGINS=-8.605|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.640,0,1.169,Z,-9.345,-8.605,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.86595,10.164,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.329|CREFERR=0.049|CREFMAG=10.452|KMAG=11.192|KMAGINS=-8.590|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.618,0,1.167,Z,-9.329,-8.590,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.86661,10.157,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.341|CREFERR=0.049|CREFMAG=10.452|KMAG=11.186|KMAGINS=-8.607|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.635,0,1.165,Z,-9.341,-8.607,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.86727,10.157,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.342|CREFERR=0.049|CREFMAG=10.452|KMAG=11.188|KMAGINS=-8.606|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.637,0,1.164,Z,-9.342,-8.606,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.86792,10.161,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.344|CREFERR=0.049|CREFMAG=10.452|KMAG=11.184|KMAGINS=-8.611|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.635,0,1.162,Z,-9.344,-8.611,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.86858,10.170,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.303|CREFERR=0.049|CREFMAG=10.452|KMAG=11.195|KMAGINS=-8.560|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.585,0,1.160,Z,-9.303,-8.560,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.86940,10.173,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.373|CREFERR=0.049|CREFMAG=10.452|KMAG=11.201|KMAGINS=-8.624|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.652,0,1.158,Z,-9.373,-8.624,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459901.87007,10.152,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.309|CREFERR=0.049|CREFMAG=10.452|KMAG=11.182|KMAGINS=-8.580|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.609,0,1.156,Z,-9.309,-8.580,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459902.227438,9.9213,0.0075,,V,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459902.228053,11.0422,0.0050,,B,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459902.228651,9.4763,0.0127,,SR,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459902.24100,11.241,0.007,,B,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-8.709|CREFERR=0.006|CREFMAG=11.510|KMAG=13.815|KMAGINS=-6.404|KREFERR=0.015|KREFMAG=13.783|VMAGINS=-8.978",0,1.518,Z,-8.709,-6.404,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459902.24175,10.057,0.005,,V,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.964|CREFERR=0.020|CREFMAG=11.112|KMAG=13.223|KMAGINS=-7.853|KREFERR=3.000|KREFMAG=13.224|VMAGINS=-11.019",0,1.522,Z,-9.964,-7.853,,ASAS J060415+1245.9,AAVSO,STD,,,,
