HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459670.63556,2022-04-01.1365501,bt,1.51,15.064,10.636,0.005,202.146,0.910,g
2459670.63678,2022-04-01.1377741,bt,1.56,15.060,10.632,0.005,202.799,0.882,g
2459672.63904,2022-04-03.1402211,bt,1.55,15.052,10.622,0.005,204.854,0.917,g
2459672.64028,2022-04-03.1414703,bt,1.49,15.040,10.594,0.005,210.247,0.965,g
2459672.64153,2022-04-03.1427146,bt,1.48,15.053,10.620,0.005,205.036,0.879,g
2459673.64305,2022-04-04.1443340,bt,1.42,15.060,10.653,0.005,198.992,0.874,g
2459673.64428,2022-04-04.1455653,bt,1.48,15.067,10.665,0.005,196.765,0.907,g
2459673.64553,2022-04-04.1468123,bt,1.45,15.038,10.616,0.005,205.816,0.951,g
2459674.52341,2022-04-05.0247664,bl,1.44,15.100,10.659,0.007,197.815,1.200,g
2459674.52464,2022-04-05.0260023,bl,1.45,15.095,10.653,0.007,198.963,1.209,g
2459674.52588,2022-04-05.0272398,bl,1.46,15.098,10.656,0.007,198.489,1.168,g
2459675.50677,2022-04-06.0082270,bl,1.49,15.104,10.671,0.005,195.638,0.824,g
2459675.50800,2022-04-06.0094662,bl,1.44,15.105,10.670,0.005,195.891,0.816,g
2459675.50925,2022-04-06.0107114,bl,1.45,15.110,10.683,0.005,193.439,0.799,g
2459679.22341,2022-04-09.7252158,bp,2.07,14.975,10.812,0.007,171.919,0.994,g
2459679.22463,2022-04-09.7264459,bp,2.08,14.976,10.830,0.007,169.082,0.994,g
2459679.22591,2022-04-09.7277182,bp,2.07,14.931,10.815,0.006,171.510,1.004,g
2459679.52398,2022-04-10.0258096,bH,1.46,15.210,10.857,0.005,164.953,0.782,g
2459679.52527,2022-04-10.0271026,bH,1.50,15.200,10.841,0.006,167.369,0.854,g
2459679.52657,2022-04-10.0284023,bH,1.47,15.186,10.827,0.005,169.647,0.800,g
2459680.51209,2022-04-11.0140119,bH,1.43,15.213,10.833,0.005,168.482,0.770,g
2459680.51339,2022-04-11.0153122,bH,1.49,15.232,10.872,0.005,162.693,0.743,g
2459680.51470,2022-04-11.0166207,bH,1.48,15.204,10.826,0.005,169.630,0.741,g
2459680.64399,2022-04-11.1459230,bt,1.54,15.043,10.836,0.007,168.153,0.989,g
2459680.64523,2022-04-11.1471627,bt,1.47,15.063,10.844,0.006,166.968,0.934,g
2459680.64645,2022-04-11.1483892,bt,1.49,15.025,10.873,0.006,162.499,0.922,g
2459682.48602,2022-04-12.9881194,bl,1.69,15.122,10.833,0.006,168.598,0.890,g
2459682.48724,2022-04-12.9893435,bl,1.55,15.134,10.819,0.005,170.859,0.827,g
2459682.48848,2022-04-12.9905803,bl,1.46,15.118,10.829,0.005,169.251,0.830,g
2459685.24232,2022-04-15.7446782,bp,2.03,14.557,10.751,0.012,181.825,1.880,g
2459685.24355,2022-04-15.7459096,bp,2.04,14.703,10.826,0.013,169.797,2.088,g
2459686.50111,2022-04-17.0035820,bH,2.01,15.036,10.752,0.006,181.681,1.010,g
2459686.50242,2022-04-17.0048879,bH,2.01,15.005,10.756,0.006,180.959,1.099,g
2459686.50372,2022-04-17.0061862,bH,1.99,15.022,10.764,0.006,179.625,0.992,g
2459687.50384,2022-04-18.0063974,bH,1.48,15.085,10.728,0.006,185.739,1.025,g
2459687.50515,2022-04-18.0077028,bH,1.47,15.044,10.722,0.005,186.773,0.907,g
2459687.50644,2022-04-18.009,bH,1.48,15.075,10.740,0.005,183.816,0.821,g
2459688.49200,2022-04-18.9946409,bl,2.09,15.050,10.656,0.006,198.418,1.080,g
2459688.49325,2022-04-18.9958956,bl,2.08,15.052,10.657,0.006,198.256,1.004,g
2459688.49451,2022-04-18.9971479,bl,1.60,15.064,10.666,0.005,196.636,0.964,g
2459690.47980,2022-04-20.9826137,bH,1.61,15.101,10.631,0.005,202.899,0.789,g
2459690.48108,2022-04-20.9839010,bH,1.67,15.110,10.644,0.005,200.682,0.763,g
2459690.48237,2022-04-20.9851875,bH,1.69,15.113,10.655,0.005,198.546,0.783,g
2459691.48187,2022-04-21.9847756,bl,1.55,15.056,10.614,0.005,206.354,0.984,g
2459691.48310,2022-04-21.9860033,bl,1.60,15.058,10.615,0.006,206.007,1.015,g
2459691.48433,2022-04-21.9872322,bl,1.56,15.032,10.568,0.005,215.161,1.009,g
2459692.47908,2022-04-22.9820621,bH,1.52,15.110,10.600,0.004,208.836,0.861,g
2459692.48037,2022-04-22.9833469,bH,1.56,15.104,10.592,0.004,210.576,0.814,g
2459692.48165,2022-04-22.9846380,bH,1.57,15.105,10.596,0.004,209.662,0.868,g
2459693.47359,2022-04-23.9766489,bl,1.49,15.036,10.562,0.005,216.560,0.882,g
2459693.47483,2022-04-23.9778905,bl,1.42,15.042,10.580,0.005,212.835,0.853,g
2459693.47607,2022-04-23.9791339,bl,1.47,15.041,10.582,0.005,212.518,0.884,g
2459694.47683,2022-04-24.9799711,bl,1.63,15.020,10.599,0.006,209.312,1.099,g
2459694.47807,2022-04-24.9812149,bl,1.56,15.015,10.588,0.006,211.160,1.062,g
2459694.47931,2022-04-24.9824564,bl,1.57,15.020,10.592,0.005,210.446,1.020,g
2459695.46838,2022-04-25.9715991,bl,1.53,15.032,10.633,0.005,202.686,0.940,g
2459695.46962,2022-04-25.9728421,bl,1.53,15.029,10.616,0.005,205.928,0.947,g
2459695.47086,2022-04-25.9740918,bl,1.53,15.017,10.601,0.005,208.793,0.880,g
2459699.45686,2022-04-29.9604061,bl,2.20,15.014,10.765,0.006,179.490,0.954,g
2459700.46183,2022-04-30.9654474,bH,1.44,15.213,10.837,0.005,167.887,0.763,g
2459700.46311,2022-04-30.9667408,bH,1.43,15.189,10.817,0.005,171.097,0.715,g
2459700.46442,2022-04-30.9680453,bH,1.46,15.203,10.801,0.005,173.632,0.687,g
2459702.46040,2022-05-02.9641734,bH,1.52,15.183,10.845,0.005,166.804,0.797,g
2459702.46171,2022-05-02.9654755,bH,1.46,15.215,10.873,0.005,162.515,0.757,g
2459702.46301,2022-05-02.9667719,bH,1.51,15.201,10.838,0.005,167.813,0.763,g
2459796.92296,2022-08-05.4272743,bH,1.42,15.034,10.608,0.005,207.337,0.968,g
2459796.92426,2022-08-05.4285612,bH,1.43,15.033,10.605,0.005,207.957,0.983,g
2459796.92554,2022-08-05.4298550,bH,1.45,15.044,10.622,0.005,204.865,0.912,g
2459800.92414,2022-08-09.4281880,bH,1.48,15.042,10.577,0.005,213.548,0.938,g
2459800.92543,2022-08-09.4294704,bH,1.48,15.042,10.568,0.005,215.185,0.946,g
2459800.92671,2022-08-09.4307454,bH,1.44,15.018,10.560,0.005,216.790,0.984,g
2459801.91681,2022-08-10.4207879,bH,1.51,99.990,99.990,99.990,99.990,99.990,g
2459801.91810,2022-08-10.4220753,bH,1.61,13.059,10.566,0.041,215.655,8.149,g
2459801.91941,2022-08-10.4233831,bH,1.57,13.392,10.606,0.026,207.791,4.947,g
2459802.92078,2022-08-11.4246803,bH,2.01,14.223,10.641,0.012,201.144,2.159,g
2459802.92208,2022-08-11.4259774,bH,1.63,14.134,10.632,0.012,202.896,2.157,g
2459802.92338,2022-08-11.4272793,bH,2.05,13.821,10.675,0.023,195.066,4.175,g
2459806.11304,2022-08-14.6167012,bD,1.57,15.157,10.776,0.005,177.638,0.842,g
2459806.11430,2022-08-14.6179688,bD,1.52,15.163,10.767,0.005,179.103,0.813,g
2459806.11556,2022-08-14.6192282,bD,1.54,15.165,10.782,0.005,176.679,0.817,g
2459815.62953,2022-08-24.1324298,bp,1.64,14.560,10.668,0.008,196.265,1.367,g
2459815.63078,2022-08-24.1336833,bp,1.62,14.587,10.684,0.007,193.446,1.321,g
2459815.63202,2022-08-24.1349311,bp,1.63,14.599,10.677,0.008,194.642,1.371,g
2459816.88505,2022-08-25.3878482,bl,1.47,14.955,10.602,0.005,208.412,0.930,g
2459816.88629,2022-08-25.3890934,bl,1.54,14.985,10.626,0.006,204.083,1.079,g
2459816.88753,2022-08-25.3903295,bl,1.43,14.984,10.603,0.005,208.431,0.935,g
2459818.66296,2022-08-27.1656090,bp,1.49,14.855,10.600,0.005,208.818,1.027,g
2459818.66420,2022-08-27.1668577,bp,1.46,14.805,10.563,0.005,216.172,1.059,g
2459818.66546,2022-08-27.1681125,bp,1.51,14.817,10.559,0.005,217.108,1.008,g
2459819.65945,2022-08-28.1620237,bp,1.56,14.837,10.543,0.005,220.132,1.035,g
2459819.66072,2022-08-28.1632811,bp,1.58,14.849,10.570,0.005,214.678,1.014,g
2459819.66196,2022-08-28.1645230,bp,1.57,14.840,10.565,0.005,215.742,1.020,g
2459820.90777,2022-08-29.4102246,bH,1.52,15.087,10.543,0.004,220.203,0.852,g
2459820.90908,2022-08-29.4115260,bH,1.49,15.063,10.506,0.004,227.795,0.935,g
2459820.91037,2022-08-29.4128195,bH,1.50,15.074,10.519,0.004,224.941,0.851,g
2459821.90426,2022-08-30.4066261,bH,1.48,15.082,10.540,0.004,220.886,0.898,g
2459821.90556,2022-08-30.4079196,bH,1.48,15.072,10.514,0.005,225.988,0.996,g
2459821.90684,2022-08-30.4092067,bH,1.49,15.094,10.548,0.004,219.327,0.939,g
2459824.07157,2022-09-01.5737381,bD,1.54,15.145,10.607,0.004,207.539,0.851,g
2459824.07281,2022-09-01.5749844,bD,1.51,15.141,10.591,0.004,210.642,0.873,g
2459824.07407,2022-09-01.5762532,bD,1.47,15.138,10.585,0.004,211.848,0.815,g
2459825.87646,2022-09-03.3784612,bH,1.52,15.104,10.672,0.005,195.549,0.921,g
2459825.87774,2022-09-03.3797481,bH,1.55,15.112,10.694,0.005,191.739,0.849,g
2459825.87903,2022-09-03.3810368,bH,1.50,15.114,10.680,0.005,194.053,0.916,g
2459826.88069,2022-09-04.3826122,bH,1.42,15.151,10.686,0.005,193.053,0.832,g
2459827.87278,2022-09-05.3746103,bl,1.49,15.113,10.773,0.004,178.199,0.726,g
2459827.87402,2022-09-05.3758496,bl,1.50,15.083,10.713,0.005,188.234,0.810,g
2459827.87528,2022-09-05.3771030,bl,1.53,15.113,10.771,0.005,178.520,0.763,g
2459828.86071,2022-09-06.3624451,bH,1.43,15.194,10.807,0.005,172.650,0.751,g
2459828.86200,2022-09-06.3637407,bH,1.44,15.198,10.805,0.005,172.924,0.795,g
2459828.86331,2022-09-06.3650425,bH,1.45,15.207,10.810,0.005,172.087,0.778,g
2459829.87005,2022-09-07.3716956,bl,1.52,15.124,10.804,0.005,173.141,0.743,g
2459829.87131,2022-09-07.3729444,bl,1.55,15.126,10.805,0.005,173.103,0.744,g
2459829.87255,2022-09-07.3741848,bl,1.51,15.139,10.812,0.005,171.892,0.738,g
2459830.61579,2022-09-08.1173667,bp,1.54,14.900,10.840,0.006,167.375,0.988,g
2459830.61704,2022-09-08.1186096,bp,1.52,14.885,10.828,0.006,169.344,0.958,g
2459830.61827,2022-09-08.1198384,bp,1.49,14.857,10.837,0.006,168.024,0.961,g
2459832.91245,2022-09-10.4138130,bt,1.53,14.864,10.789,0.006,175.603,1.030,g
2459832.91371,2022-09-10.4150657,bt,1.54,14.883,10.779,0.007,177.116,1.110,g
2459832.91495,2022-09-10.4163040,bt,1.53,14.905,10.810,0.006,172.238,1.027,g
2459833.86209,2022-09-11.3633541,bH,2.05,15.025,10.791,0.006,175.283,1.014,g
2459833.86338,2022-09-11.3646413,bH,2.00,15.015,10.773,0.006,178.164,0.982,g
2459833.86466,2022-09-11.3659363,bH,2.01,15.015,10.785,0.006,176.181,1.033,g
2459834.85172,2022-09-12.3528902,bH,1.45,15.078,10.754,0.006,181.364,0.992,g
2459834.85300,2022-09-12.354175,bH,1.48,15.082,10.743,0.006,183.245,0.954,g
2459834.85430,2022-09-12.3554771,bH,1.48,15.090,10.766,0.005,179.317,0.902,g
2459836.85159,2022-09-14.3525761,bH,1.55,15.046,10.672,0.006,195.647,1.007,g
2459836.85290,2022-09-14.3538778,bH,1.56,15.059,10.731,0.005,185.281,0.931,g
2459836.85419,2022-09-14.3551708,bH,1.67,15.033,10.676,0.005,194.791,0.974,g
2459837.85203,2022-09-15.3529155,bH,2.04,15.070,10.666,0.005,196.615,0.888,g
2459837.85332,2022-09-15.3542027,bH,2.02,15.047,10.635,0.005,202.287,0.861,g
2459837.85461,2022-09-15.3554875,bH,2.02,15.047,10.632,0.005,202.794,0.964,g
2459838.89841,2022-09-16.3991975,bt,1.50,14.970,10.586,0.005,211.570,0.976,g
2459838.89964,2022-09-16.4004277,bt,1.53,14.968,10.618,0.005,205.458,1.034,g
2459838.90089,2022-09-16.4016803,bt,1.51,14.936,10.570,0.005,214.866,1.013,g
2459843.56403,2022-09-21.0643681,bp,1.51,14.781,10.503,0.005,228.374,1.072,g
2459843.56527,2022-09-21.0656112,bp,1.47,14.792,10.534,0.005,222.111,1.090,g
2459843.56651,2022-09-21.0668459,bp,1.55,14.800,10.543,0.005,220.090,1.061,g
2459844.56234,2022-09-22.0625686,bp,1.55,14.783,10.578,0.006,213.386,1.076,g
2459844.56379,2022-09-22.0640193,bp,1.54,14.763,10.540,0.005,220.832,1.128,g
2459844.56544,2022-09-22.0656758,bp,1.51,14.762,10.532,0.005,222.448,1.154,g
2459845.10423,2022-09-22.6044148,bD,1.48,15.176,10.560,0.004,216.765,0.764,g
2459845.10549,2022-09-22.6056811,bD,1.52,15.173,10.558,0.004,217.121,0.799,g
2459845.10677,2022-09-22.6069483,bD,1.47,15.178,10.561,0.004,216.650,0.795,g
2459846.13806,2022-09-23.6381394,bD,1.53,15.098,10.599,0.004,209.107,0.866,g
2459846.13932,2022-09-23.6394060,bD,1.57,15.062,10.602,0.005,208.636,0.847,g
2459846.14058,2022-09-23.6406560,bD,1.53,14.968,10.618,0.005,205.396,0.954,g
2459846.92028,2022-09-24.4202928,bt,1.52,15.097,10.644,0.005,200.561,0.839,g
2459846.92152,2022-09-24.4215315,bt,1.53,15.083,10.612,0.005,206.538,0.831,g
2459847.82299,2022-09-25.3229206,bH,1.43,15.135,10.713,0.005,188.160,0.872,g
2459847.82432,2022-09-25.3242357,bH,1.43,15.118,10.675,0.005,194.960,0.854,g
2459847.82563,2022-09-25.3255481,bH,1.49,15.131,10.700,0.005,190.577,0.919,g
2459849.53825,2022-09-27.0380108,bp,1.51,14.866,10.736,0.006,184.334,1.003,g
2459849.53949,2022-09-27.0392516,bp,1.50,14.881,10.756,0.006,180.879,0.972,g
2459849.54073,2022-09-27.0404923,bp,1.53,14.894,10.790,0.006,175.462,0.954,g
2459851.00186,2022-09-28.5014767,bD,1.50,15.233,10.800,0.005,173.880,0.745,g
2459851.00312,2022-09-28.5027313,bD,1.52,15.224,10.778,0.005,177.298,0.749,g
2459851.00439,2022-09-28.5040024,bD,1.45,15.227,10.778,0.005,177.390,0.732,g
2459853.52821,2022-10-01.0275761,bp,1.48,14.178,10.800,0.014,173.814,2.137,g
2459853.52945,2022-10-01.0288156,bp,1.47,14.432,10.819,0.012,170.688,1.808,g
2459853.53069,2022-10-01.0300553,bp,1.46,14.694,10.785,0.008,176.191,1.235,g
2459853.80643,2022-10-01.3057659,bH,1.48,15.189,10.791,0.006,175.133,0.880,g
2459853.80772,2022-10-01.3070607,bH,1.50,15.188,10.788,0.005,175.586,0.767,g
2459853.80901,2022-10-01.3083491,bH,1.40,15.199,10.809,0.005,172.297,0.769,g
2459854.54008,2022-10-02.0393453,bp,1.49,14.901,10.742,0.006,183.251,0.915,g
2459854.54132,2022-10-02.0405824,bp,1.54,14.912,10.752,0.006,181.607,0.940,g
2459854.54257,2022-10-02.0418364,bp,1.51,14.927,10.777,0.006,177.450,0.912,g
2459855.55121,2022-10-03.0503804,bp,1.55,14.903,10.723,0.006,186.542,0.986,g
2459855.55247,2022-10-03.0516306,bp,1.46,14.939,10.789,0.006,175.565,0.900,g
2459855.55373,2022-10-03.0528958,bp,1.51,14.918,10.735,0.006,184.474,0.934,g
2459858.79530,2022-10-06.2941560,bH,1.53,15.078,10.659,0.006,197.975,0.965,g
2459860.78829,2022-10-08.2869549,bH,1.92,14.983,10.581,0.006,212.682,1.192,g
2459860.78957,2022-10-08.2882302,bH,1.94,14.998,10.601,0.007,208.709,1.347,g
2459860.79087,2022-10-08.2895300,bH,1.46,14.946,10.590,0.007,210.734,1.277,g
2459860.86838,2022-10-08.3670391,bl,1.44,14.998,10.529,0.005,222.984,0.978,g
2459860.86961,2022-10-08.3682761,bl,1.47,15.016,10.538,0.005,221.154,0.907,g
2459860.87085,2022-10-08.3695157,bl,1.51,15.031,10.557,0.005,217.343,0.878,g
2459862.86590,2022-10-10.3643751,bH,1.91,14.996,10.525,0.006,223.758,1.274,g
2459862.86719,2022-10-10.3656607,bH,1.54,14.938,10.507,0.006,227.610,1.304,g
2459862.86849,2022-10-10.3669612,bH,1.90,14.971,10.510,0.005,226.833,1.005,g
2459865.83005,2022-10-13.3282553,bt,1.47,14.869,10.489,0.009,231.626,1.932,g
2459865.83129,2022-10-13.3294923,bt,1.56,14.873,10.493,0.007,230.503,1.467,g
2459865.83253,2022-10-13.3307317,bt,1.43,14.867,10.492,0.007,230.747,1.503,g
2459866.77469,2022-10-14.2727981,bl,1.97,14.875,10.525,0.005,223.949,1.075,g
2459866.77593,2022-10-14.2740395,bl,1.56,14.890,10.549,0.006,219.009,1.118,g
2459866.77718,2022-10-14.2752943,bl,1.60,14.892,10.540,0.006,220.839,1.142,g
2459869.88508,2022-10-17.3829178,bl,1.64,15.030,10.694,0.006,191.613,1.003,g
2459869.97714,2022-10-17.4749664,bD,1.45,15.198,10.690,0.004,192.276,0.752,g
2459869.97841,2022-10-17.4762342,bD,1.46,15.206,10.697,0.004,191.017,0.737,g
2459869.97967,2022-10-17.4774937,bD,1.43,15.200,10.688,0.004,192.777,0.738,g
2459870.83199,2022-10-18.3297342,bH,1.43,15.217,10.744,0.005,183.049,0.816,g
2459870.83328,2022-10-18.3310295,bH,1.45,15.202,10.730,0.005,185.340,0.808,g
2459870.83459,2022-10-18.3323337,bH,1.46,15.217,10.756,0.005,181.011,0.827,g
2459872.55352,2022-10-20.0511184,bp,1.50,14.875,10.760,0.006,180.354,0.957,g
2459872.55477,2022-10-20.0523682,bp,1.51,14.883,10.788,0.006,175.746,0.952,g
2459872.55603,2022-10-20.0536215,bp,1.43,14.876,10.756,0.006,180.881,0.975,g
2459874.74694,2022-10-22.2443399,bH,1.45,15.186,10.797,0.005,174.225,0.834,g
2459874.74824,2022-10-22.2456339,bH,1.49,15.196,10.811,0.006,171.971,0.869,g
2459874.74952,2022-10-22.2469216,bH,1.48,15.198,10.812,0.005,171.908,0.839,g
2459876.73603,2022-10-24.2332645,bH,1.46,15.152,10.722,0.005,186.683,0.869,g
2459876.73732,2022-10-24.2345520,bH,1.45,15.159,10.743,0.006,183.146,0.896,g
2459876.73861,2022-10-24.2358393,bH,1.50,15.172,10.767,0.005,179.061,0.817,g
2459877.75052,2022-10-25.2476700,bl,1.54,15.064,10.671,0.004,195.653,0.778,g
2459877.75175,2022-10-25.2489032,bl,1.60,15.069,10.675,0.005,194.941,0.840,g
2459877.75299,2022-10-25.2501453,bl,1.53,15.075,10.691,0.005,192.094,0.794,g
2459878.75278,2022-10-26.2498461,bl,1.54,15.050,10.633,0.005,202.625,0.825,g
2459878.75401,2022-10-26.2510752,bl,1.53,15.056,10.654,0.005,198.916,0.839,g
2459878.75526,2022-10-26.2523237,bl,1.53,15.050,10.636,0.005,202.097,0.801,g
2459879.80809,2022-10-27.3050621,bt,1.58,15.069,10.591,0.006,210.563,1.011,g
2459879.80933,2022-10-27.3063005,bt,1.57,15.061,10.580,0.005,212.805,0.966,g
2459879.81056,2022-10-27.3075305,bt,1.50,15.074,10.605,0.006,208.066,1.043,g
2459882.54252,2022-10-30.0392771,bp,1.48,14.574,10.526,0.006,223.686,1.285,g
2459882.54383,2022-10-30.0405857,bp,1.47,14.614,10.505,0.006,228.123,1.254,g
2459882.54509,2022-10-30.0418415,bp,1.45,14.572,10.517,0.006,225.542,1.324,g
2459882.94863,2022-10-30.4453457,bt,1.50,15.020,10.439,0.004,242.413,0.930,g
2459882.94985,2022-10-30.4465769,bt,1.47,15.038,10.460,0.004,237.682,0.853,g
2459882.95109,2022-10-30.4478128,bt,1.56,15.039,10.470,0.004,235.437,0.975,g
2459883.74153,2022-10-31.2381866,bH,1.47,15.051,10.485,0.005,232.246,1.025,g
2459883.74281,2022-10-31.2394646,bH,1.44,15.060,10.499,0.004,229.375,0.973,g
2459883.74409,2022-10-31.2407405,bH,1.49,15.038,10.456,0.004,238.670,1.003,g
2459884.88335,2022-11-01.3799231,bt,1.52,15.024,10.443,0.004,241.631,0.920,g
2459884.88458,2022-11-01.3811564,bt,1.49,15.019,10.436,0.004,243.213,0.939,g
2459884.88584,2022-11-01.3824054,bt,1.49,15.011,10.418,0.004,246.898,1.002,g
2459885.87549,2022-11-02.3719814,bt,1.48,15.010,10.435,0.004,243.098,0.950,g
2459885.87670,2022-11-02.3732023,bt,1.52,15.018,10.457,0.004,238.495,0.952,g
2459885.87794,2022-11-02.3744451,bt,1.54,15.008,10.429,0.004,244.454,0.901,g
2459886.87640,2022-11-03.3728172,bt,1.68,15.017,10.461,0.004,237.674,0.881,g
2459886.87764,2022-11-03.3740587,bt,1.61,15.039,10.493,0.004,230.584,0.930,g
2459886.87888,2022-11-03.3753005,bt,1.60,15.024,10.468,0.004,236.070,0.958,g
2459887.87781,2022-11-04.3741516,bt,1.43,14.930,10.493,0.005,230.714,1.016,g
2459887.87902,2022-11-04.3753751,bt,1.48,14.877,10.511,0.005,226.636,0.985,g
2459887.88028,2022-11-04.3766170,bt,1.48,14.844,10.491,0.005,230.976,1.048,g
2459888.91570,2022-11-05.4119734,bt,2.16,14.997,10.510,0.004,226.984,0.903,g
2459888.91693,2022-11-05.4131988,bt,2.19,15.017,10.545,0.005,219.757,0.882,g
2459888.91816,2022-11-05.4144331,bt,2.28,14.976,10.525,0.005,224.027,0.913,g
2459889.89642,2022-11-06.3926202,bt,1.60,15.063,10.586,0.005,211.651,0.883,g
2459889.89762,2022-11-06.3938281,bt,1.62,15.045,10.548,0.004,219.228,0.953,g
2459889.89888,2022-11-06.3950700,bt,1.59,15.050,10.584,0.005,212.034,0.863,g
2459890.87334,2022-11-07.3694644,bt,1.55,14.771,9.951,0.004,379.958,1.453,g
2459890.87458,2022-11-07.3707008,bt,1.48,14.807,10.026,0.004,354.371,1.331,g
2459890.87582,2022-11-07.3719424,bt,1.43,14.762,9.956,0.004,378.111,1.350,g
2459893.87841,2022-11-10.3743331,bD,1.58,15.002,10.660,0.005,197.728,0.959,g
2459893.87968,2022-11-10.3755982,bD,1.98,15.003,10.675,0.005,195.042,0.948,g
2459893.88094,2022-11-10.3768625,bD,1.98,15.013,10.683,0.006,193.594,0.988,g
2459898.67700,2022-11-15.1726129,bH,1.47,15.131,10.695,0.005,191.493,0.874,g
2459898.67830,2022-11-15.1739152,bH,1.38,15.143,10.714,0.005,188.084,0.877,g
2459898.67960,2022-11-15.1752140,bH,1.40,15.129,10.692,0.005,192.013,0.800,g
2459901.01617,2022-11-17.5116496,bt,2.11,14.944,10.567,0.005,215.218,0.987,g
2459901.01741,2022-11-17.5128893,bt,2.10,14.946,10.578,0.006,213.296,1.067,g
2459901.01865,2022-11-17.5141289,bt,2.18,14.887,10.551,0.005,218.544,0.970,g
2459903.54245,2022-11-20.0377975,bp,1.49,14.676,10.518,0.006,225.394,1.142,g
2459903.54370,2022-11-20.0390476,bp,1.46,14.500,10.516,0.007,225.611,1.446,g
2459903.54495,2022-11-20.0402899,bp,1.50,14.299,10.551,0.008,218.548,1.560,g
2459903.77476,2022-11-20.2700858,bl,1.98,15.012,10.494,0.005,230.357,1.109,g
2459903.77601,2022-11-20.2713353,bl,1.98,15.011,10.492,0.005,230.805,1.139,g
2459903.77725,2022-11-20.2725807,bl,1.99,15.012,10.493,0.005,230.470,1.120,g
2459905.73070,2022-11-22.2259228,bl,1.48,14.990,10.453,0.004,239.349,0.907,g
2459905.73194,2022-11-22.2271678,bl,1.54,15.000,10.478,0.004,233.802,1.013,g
2459905.73320,2022-11-22.2284258,bl,1.51,14.976,10.416,0.005,247.384,1.082,g
2459908.02202,2022-11-24.5171324,bD,1.50,15.159,10.511,0.004,226.758,0.781,g
2459908.02329,2022-11-24.5183986,bD,1.49,15.163,10.512,0.004,226.604,0.760,g
2459908.02453,2022-11-24.5196486,bD,1.56,15.162,10.513,0.004,226.310,0.765,g
2459909.50418,2022-11-25.9992238,bp,1.51,14.869,10.552,0.005,218.279,0.945,g
2459909.50541,2022-11-26.0004576,bp,1.55,14.866,10.550,0.005,218.713,0.945,g
2459909.50666,2022-11-26.0016960,bp,1.53,14.879,10.571,0.005,214.585,0.939,g
2459910.79944,2022-11-27.2944297,bl,1.48,15.077,10.637,0.005,201.936,0.805,g
2459910.80069,2022-11-27.2956724,bl,1.49,15.060,10.612,0.005,206.785,0.850,g
2459910.80192,2022-11-27.2969074,bl,1.55,15.074,10.625,0.005,204.072,0.865,g
2459911.74794,2022-11-28.2429009,bl,1.45,15.069,10.657,0.005,198.267,0.868,g
2459911.74919,2022-11-28.2441407,bl,1.46,15.075,10.661,0.005,197.481,0.850,g
2459911.75043,2022-11-28.2453835,bl,1.47,15.078,10.669,0.005,196.189,0.853,g
2459912.76593,2022-11-29.2608387,bl,1.54,15.129,10.713,0.005,188.336,0.901,g
2459912.76717,2022-11-29.2620802,bl,1.49,15.132,10.725,0.005,186.234,0.823,g
2459912.76842,2022-11-29.2633270,bl,1.50,15.135,10.734,0.005,184.727,0.822,g
2459912.79660,2022-11-29.2915071,bH,1.49,15.196,10.717,0.005,187.571,0.743,g
2459912.79789,2022-11-29.2927937,bH,1.46,15.206,10.728,0.005,185.794,0.751,g
2459912.79918,2022-11-29.2940837,bH,1.51,15.209,10.737,0.005,184.091,0.839,g
2459915.92782,2022-12-02.4226003,bD,1.55,15.311,10.825,0.004,169.747,0.631,g
2459915.92908,2022-12-02.4238643,bD,1.45,15.309,10.816,0.004,171.259,0.658,g
2459915.93033,2022-12-02.4251210,bD,1.51,15.297,10.811,0.004,172.130,0.637,g
2459916.80900,2022-12-03.3037532,bl,1.47,15.158,10.796,0.005,174.447,0.812,g
2459916.81023,2022-12-03.3049916,bl,1.47,15.142,10.771,0.005,178.535,0.853,g
2459916.81147,2022-12-03.3062298,bl,1.52,15.162,10.808,0.005,172.449,0.801,g
2459916.83774,2022-12-03.3324929,bH,1.43,15.226,10.826,0.005,169.745,0.678,g
2459916.83903,2022-12-03.3337842,bH,1.43,15.226,10.837,0.005,167.935,0.728,g
2459916.84033,2022-12-03.3350771,bH,1.41,15.216,10.809,0.005,172.362,0.717,g
2459917.75472,2022-12-04.2494450,bl,1.45,15.141,10.792,0.005,175.082,0.761,g
2459917.75596,2022-12-04.2506811,bl,1.51,15.144,10.801,0.005,173.669,0.755,g
2459917.75720,2022-12-04.2519239,bl,1.45,15.154,10.786,0.005,175.898,0.774,g
